Variable Values,,,,
Value,,Label,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
discrim4_sc,1,A lot of discrimination,,
,2,Some discrimination,,
,3,Not too much discrimination,,
,4,No discrimination at all,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
discrim4_st,1,A lot of discrimination,,
,2,Some discrimination,,
,3,Not too much discrimination,,
,4,No discrimination at all,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
discrim4_obc,1,A lot of discrimination,,
,2,Some discrimination,,
,3,Not too much discrimination,,
,4,No discrimination at all,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
discrim4_women,1,A lot of discrimination,,
,2,Some discrimination,,
,3,Not too much discrimination,,
,4,No discrimination at all,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
discrim4_men,1,A lot of discrimination,,
,2,Some discrimination,,
,3,Not too much discrimination,,
,4,No discrimination at all,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
socladder_self,0,<none>,,
,1,<none>,,
,2,<none>,,
,3,<none>,,
,4,<none>,,
,5,<none>,,
,6,<none>,,
,7,<none>,,
,8,<none>,,
,9,<none>,,
,10,<none>,,
,98,Don’t know (DO NOT READ),,
,99,Refused (DO NOT READ),,
socladder_black,0,<none>,,
,1,<none>,,
,2,<none>,,
,3,<none>,,
,4,<none>,,
,5,<none>,,
,6,<none>,,
,7,<none>,,
,8,<none>,,
,9,<none>,,
,10,<none>,,
,98,Don’t know (DO NOT READ),,
,99,Refused (DO NOT READ),,
socladder_white,0,<none>,,
,1,<none>,,
,2,<none>,,
,3,<none>,,
,4,<none>,,
,5,<none>,,
,6,<none>,,
,7,<none>,,
,8,<none>,,
,9,<none>,,
,10,<none>,,
,98,Don’t know (DO NOT READ),,
,99,Refused (DO NOT READ),,
socladder_coloured,0,<none>,,
,1,<none>,,
,2,<none>,,
,3,<none>,,
,4,<none>,,
,5,<none>,,
,6,<none>,,
,7,<none>,,
,8,<none>,,
,9,<none>,,
,10,<none>,,
,98,Don’t know (DO NOT READ),,
,99,Refused (DO NOT READ),,
socladder_past_black,0,<none>,,
,1,<none>,,
,2,<none>,,
,3,<none>,,
,4,<none>,,
,5,<none>,,
,6,<none>,,
,7,<none>,,
,8,<none>,,
,9,<none>,,
,10,<none>,,
,98,Don’t know (DO NOT READ),,
,99,Refused (DO NOT READ),,
socladder_past_white,0,<none>,,
,1,<none>,,
,2,<none>,,
,3,<none>,,
,4,<none>,,
,5,<none>,,
,6,<none>,,
,7,<none>,,
,8,<none>,,
,9,<none>,,
,10,<none>,,
,98,Don’t know (DO NOT READ),,
,99,Refused (DO NOT READ),,
socladder_past_coloured,0,<none>,,
,1,<none>,,
,2,<none>,,
,3,<none>,,
,4,<none>,,
,5,<none>,,
,6,<none>,,
,7,<none>,,
,8,<none>,,
,9,<none>,,
,10,<none>,,
,98,Don’t know (DO NOT READ),,
,99,Refused (DO NOT READ),,
respect_current,1,Very respected,,
,2,Somewhat respected,,
,3,Not too respected,,
,4,Not at all respected,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
jewish_settlements,1,Helps the security of Israel,,
,2,Hurts the security of Israel,,
,3,Does not make a difference,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
palstate_intl,1,Very likely,,
,2,Somewhat likely,,
,3,Somewhat unlikely,,
,4,Very unlikely,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isr_pal_coexist,1,Yes,,
,2,No,,
,3,It depends (DO NOT READ),,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isr_pal_coexist2,1,West Bank,,
,2,Gaza,,
,3,Both,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isrcommit_isrpeople,1,Very committed,,
,2,Somewhat committed,,
,3,Not too committed,,
,4,Not at all committed,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isrcommit_palpeople,1,Very committed,,
,2,Somewhat committed,,
,3,Not too committed,,
,4,Not at all committed,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isrcommit_isrgovt,1,Very committed,,
,2,Somewhat committed,,
,3,Not too committed,,
,4,Not at all committed,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isrcommit_hamas,1,Very committed,,
,2,Somewhat committed,,
,3,Not too committed,,
,4,Not at all committed,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isrcommit_pa,1,Very committed,,
,2,Somewhat committed,,
,3,Not too committed,,
,4,Not at all committed,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isrobstacle_settlements,1,Major obstacle,,
,2,Minor obstacle,,
,3,Not an obstacle at all,,
,4,Not sure,,
,9,Refused (DO NOT READ),,
isrobstacle_jerusalem,1,Major obstacle,,
,2,Minor obstacle,,
,3,Not an obstacle at all,,
,4,Not sure,,
,9,Refused (DO NOT READ),,
isrobstacle_poldiff,1,Major obstacle,,
,2,Minor obstacle,,
,3,Not an obstacle at all,,
,4,Not sure,,
,9,Refused (DO NOT READ),,
isrobstacle_hfdiff,1,Major obstacle,,
,2,Minor obstacle,,
,3,Not an obstacle at all,,
,4,Not sure,,
,9,Refused (DO NOT READ),,
isrobstacle_trust,1,Major obstacle,,
,2,Minor obstacle,,
,3,Not an obstacle at all,,
,4,Not sure,,
,9,Refused (DO NOT READ),,
isrpal_influ_us,1,Very helpful,,
,2,Somewhat helpful,,
,3,Somewhat harmful,,
,4,Very harmful,,
,5,No influence,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isrpal_influ_qatar,1,Very helpful,,
,2,Somewhat helpful,,
,3,Somewhat harmful,,
,4,Very harmful,,
,5,No influence,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isrpal_influ_un,1,Very helpful,,
,2,Somewhat helpful,,
,3,Somewhat harmful,,
,4,Very harmful,,
,5,No influence,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isrpal_influ_sa,1,Very helpful,,
,2,Somewhat helpful,,
,3,Somewhat harmful,,
,4,Very harmful,,
,5,No influence,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isrpal_influ_egypt,1,Very helpful,,
,2,Somewhat helpful,,
,3,Somewhat harmful,,
,4,Very harmful,,
,5,No influence,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isrpal_influ_china,1,Very helpful,,
,2,Somewhat helpful,,
,3,Somewhat harmful,,
,4,Very harmful,,
,5,No influence,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
isrpal_influ_iran,1,Very helpful,,
,2,Somewhat helpful,,
,3,Somewhat harmful,,
,4,Very harmful,,
,5,No influence,,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
trump_favorisrpal,1,Favoring Israelis too much,,
,2,Favoring Palestinians too much,,
,3,Or favoring each group the right amount,,
,4,Not sure [Include in the U.S. only],,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
govern_gaza,1,Israel,,
,2,Hamas,,
,3,The United Nations,,
,4,PA national unity government with Abu Mazen’s leadership,,
,5,PA national unity government without Abu Mazen,,
,6,The people who live there should decide who governs,,
,7,Or some other group or person (SPECIFY),,
,8,Don’t know (DO NOT READ),,
,9,Refused (DO NOT READ),,
gender,1,Male,,
,2,Female,,
gender_australia,1,Male,,
,2,Female,,
,3,Other,,
,99,Don't know/Refused,,
age,97,97 or older (DO NOT READ),,
,98,Don’t know (DO NOT READ),,
,99,Refused (DO NOT READ),,
age_australia,1,18-29,,
,2,30-49,,
,3,50-64,,
,4,65+,,
d_age_argentina,1,18-29,,
,2,30-44,,
,3,45-59,,
,4,60-74,,
,5,75+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_brazil,1,18-29,,
,2,30-44,,
,3,45-59,,
,4,60+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_canada,1,18-29,,
,2,30-39,,
,3,40-49,,
,4,50+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_france,1,18-24,,
,2,25-34,,
,3,35-49,,
,4,50-64,,
,5,65+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_germany,1,18-24,,
,2,25-44,,
,3,45-59,,
,4,60-64,,
,5,65+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_greece,1,18-24,,
,2,25-34,,
,3,35-44,,
,4,45-54,,
,5,55-64,,
,6,65+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_hungary,1,18-29,,
,2,30-44,,
,3,45-64,,
,4,65+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_india,1,18-29,,
,2,30-44,,
,3,45-59,,
,4,60+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_indonesia,1,18-29,,
,2,30-39,,
,3,40-49,,
,4,50+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_israel,1,18-29,,
,2,30-44,,
,3,45-64,,
,4,65+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_italy,1,18-24,,
,2,25-34,,
,3,35-44,,
,4,45-54,,
,5,55-64,,
,6,65+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_japan,1,18-29,,
,2,30-44,,
,3,45-59,,
,4,60-74,,
,5,75+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_kenya,1,18-19,,
,2,20-29,,
,3,30-39,,
,4,40-49,,
,5,50+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_mexico,1,18-29,,
,2,30-39,,
,3,40-49,,
,4,50+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_netherlands,1,18-29,,
,2,30-44,,
,3,45-64,,
,4,65-84,,
,5,85+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_nigeria,1,18-29,,
,2,30-44,,
,3,45-59,,
,4,60-74,,
,5,75+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_poland,1,18-29,,
,2,30-44,,
,3,45-59,,
,4,60-74,,
,5,75+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_safrica,1,18-29,,
,2,30-44,,
,3,45-59,,
,4,60-74,,
,5,75+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_skorea,1,18-24,,
,2,25-34,,
,3,35-44,,
,4,45-54,,
,5,55+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_spain,1,18-29,,
,2,30-39,,
,3,40-49,,
,4,50+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_sweden,1,18-29,,
,2,30-44,,
,3,45-64,,
,4,65-84,,
,5,85+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_turkey,1,18-24,,
,2,25-34,,
,3,35-44,,
,4,45-54,,
,5,55+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_age_uk,1,18-29,,
,2,30-44,,
,3,45-59,,
,4,60-74,,
,5,75+,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
religion_combined,1,Christian,,
,2,Muslim,,
,3,Jewish,,
,4,Buddhist,,
,5,Hindu,,
,6,Other,,
,7,None,,
,99,Everyone else without sufficient sample size for analysis,,
religion_christian,1,Catholic,,
,2,Protestant,,
,3,Orthodox,,
,99,"Everyone else, including Christians without sufficient sample size for analysis",,
religion_none,1,Atheist,,
,2,Agnostic,,
,3,Nothing in particular,,
,99,"Everyone else, including religiously unaffiliated without sufficient sample size for analysis",,
religion_israel_jewish,1,Haredi,,
,2,Dati,,
,3,Masorti,,
,4,Hiloni,,
,5,Something else,,
,9,Refused,,
christdenom_pent,1,Yes,,
,2,No,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
prot_church,1,"A historical Protestant Church for example, Baptist, Seventh Day Adventist, Methodist, Lutheran or Presbyterian",,
,2,"A Pentecostal Church, for example, Assemblies of God or the Universal Church of the Kingdom of God [OR]",,
,3,Another Protestant Church,,
,4,Do not belong to a specific church (DO NOT READ),,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
religion_import,1,Very important,,
,2,Somewhat important,,
,3,Not too important,,
,4,Not at all important,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
pray_freq,1,Several times a day,,
,2,Once a day,,
,3,A few times a week,,
,4,Once a week,,
,5,A few times a month,,
,6,Less often than that,,
,7,Never,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
pray_salah,1,Yes,,
,2,No,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_educ_argentina,1,No formal education (preschool or less),,
,2,Incomplete primary,,
,3,Complete primary,,
,4,Incomplete secondary,,
,5,Complete secondary,,
,6,"Incomplete tertiary, no university",,
,7,Incomplete university,,
,8,"Tertiary complete, no university",,
,9,Complete university,,
,10,Postgraduate (Master),,
,11,Postgraduate (Doctorate),,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_australia,1,Secondary school or less,,
,2,Trade / certificate / diploma qualification,,
,3,Bachelor and above,,
d_educ_brazil,1,Did not receive formal education,,
,2,Incomplete primary/elementary (1st to 4th grade),,
,3,Complete primary/elementary (1st to 4th grade),,
,4,Incomplete elementary/middle (5th to 8th/9th grade),,
,5,Complete elementary/middle (5th to 8th/9th grade),,
,6,Incomplete middle/senior high school,,
,7,Complete middle/senior high school,,
,8,Incomplete higher education course (Bachelor's or technologist),,
,9,Complete bachelor's or higher degree,,
,10,"Complete post-graduation courses (specialization, professional masters, MBA)",,
,11,"Complete master (strictly speaking, academic)",,
,12,Complete doctorate,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_canada,1,No formal schooling (Preschool or Kindergarten),,
,2,Completed elementary school (Grade 6),,
,3,Some junior high school (Grades 7),,
,4,Completed junior high school (Grade 8),,
,5,Some senior high school or vocational ... [see demographic qq for full wording],,
,6,Completed secondary school or vocational ... [see demographic qq for full wording],,
,7,Trade certificate/upgrading certificate,,
,8,Undergraduate qualifying program/University Transfer Program (CEGEP in Quebec),,
,9,Technical diploma/community college diploma or certificate,,
,10,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",,
,11,"Postgraduate or professional degree, including master's degree (e.g., MA, MS, PhD, MD, DESS, graduate school)",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_france,1,No formal schooling (Preschool or Kindergarten),,
,2,Primary school with Certificat d'Etude (primaire),,
,3,Undergraduate education at the second level - College (Brevet des collèges),,
,4,"Teaching professional second cycle of secondary education (CAP, BEP, etc.)",,
,5,General education second cycle of secondary education (general and technological Baccalaureate),,
,6,"Education schools and other social formations (Diploma educator monitor, specialized technical educator)",,
,7,"Preparation for entry to a selective formation 5B (Prepa entry paramedical and social schools, classes update BTS level)",,
,8,"Pre-university education (Diploma of capacity rights, access to university degree)",,
,9,"University Diploma of Technology (DUT ) / Certificate of Higher Technician (BTS), Diploma of crafts (DMA)",,
,10,"Undergraduate teaching university (Diploma of General University Studies (DEUG), LICENSE, LICENSE (LMD))",,
,11,"Graduate education university (CONTROL, Diploma (DESS), Master (LMD), Diploma Engineer, Master's degree)",,
,12,Graduate education university (Diploma of Advanced Studies (DEA)),,
,13,Graduate education university - Doctor,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_germany,1,"No schooling, did not finish primary school",,
,2,Primary or lower secondary school,,
,3,"Secondary school - short track, apprenticeship",,
,4,"Secondary school - long track, technical college, university entrance",,
,5,Bachelor's degree / undergraduate,,
,6,"Completed six years of study, Master's degree",,
,7,"PhD, Doctorate",,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_educ_germany_vocational,1,Yes,,
,2,No,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_educ_greece,1,No formal schooling (Preschool or Kindergarten),,
,2,Partial Primary,,
,3,Primary school certificate,,
,4,3rd Certificate of Secondary Education (Junior high school),,
,5,"Epagelmatiko Lykeio (EPAL), Epagelmatiki Sxoli ... [see demographic qq for full wording]",,
,6,Certificate of Secondary Education / Geniko Lykeio (high school),,
,7,"Vocational Training Institute (IEK), colleges",,
,8,"Degree from Higher Vocational Schools (Higher School of Tourism Education, Police Degree, Firefighter Degree)",,
,9,"Technological Educational Institute (A.TEI) (Highest tertiary education), ASPAITE (after the anotatopoiisi)",,
,10,Ptychio (Upper tertiary certificate)  ... [see demographic qq for full wording],,
,11,Metaptychiako / Master’s (Graduate degree) ... [see demographic qq for full wording],,
,12,"Didaktoriko diploma / PhD from Panepistimio, Polytechneio or Elliniko Anoikto Panepistimio (EAP)",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_hungary,1,Has not attended school,,
,2,1st-7th grades of primary school or the equivalent,,
,3,Completed primary education or the equivalent,,
,4,"Apprenticeship, vocational school",,
,5,"Matriculation, completed secondary vocational training",,
,6,"Matriculation, completed high school",,
,7,"Vocational training based on matriculation without access to higher education, secondary technical school",,
,8,"Accredited post secondary training, higher technical school",,
,9,College degree or college bachelor degree – BA/BSc,,
,10,University degree or university master degree – MA/MSc,,
,11,Doctoral degree,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_india,1,Illiterate,,
,2,Literate but no formal schooling,,
,3,"Primary Education (primary certificate, up to 5th standard)",,
,4,"Upper Primary or Middle School (Upper Primary Certificate, up to 8th standard)",,
,5,High School,,
,6,Senior Secondary / intermediate (Senior Secondary School Leaving Certificate),,
,7,Any technical or industrial training (diploma or certificate),,
,8,Any professional training (General nursing and Midwifery (GNM); Junior teachers training (diploma)),,
,9,"Bachelor Degree (university 1st) (B.E., B. Tech, MBBS, or LLB, etc.)",,
,10,"Master Degree (university 2nd) (M.E. M.Tech, MD, LLM, etc), or Post graduate diploma",,
,11,"Doctor (Tertiary 2nd) (M.Phil, PhD)",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_indonesia,1,No formal schooling (PAUD/TK),,
,2,Did not finish elementary school (grade 1-5 SD) or Madrasah Ibtidaiyah,,
,3,Finished elementary school (finishing class 6 SD) or Madrasah Ibtidaiyah,,
,4,"Did not finish first school (class 7-8, SMP); Incomplete junior high school (completed secondary grades 7-8), Madrasah T",,
,5,"Finished Junior High School (SMP, class 9), Madrasah Tsanawiyah or SMP Kejuruan",,
,6,"Did not finish high school (class 10-11, SMA); Incomplete high school (completed high school grades 10-11), Did not fini",,
,7,"Finished High School (class 12, SMA), Madrasah Aliyah or Sekolah Menengah Kejuruan",,
,8,Diploma programmes (DI thru DIII),,
,9,Diploma programmes (DIV) or Program Sarjana S1 (Bachelors Degree),,
,10,Program Spesialis 1 (Graduate diploma (SI)) and Profesi Doktor (Medical Doctor Diploma),,
,11,Program Master S2 (Masters degree),,
,12,Program Doctor; Specialist S3 program,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_israel,1,No formal schooling (Preschool or Kindergarten),,
,2,Primary school (grades I-VI),,
,3,Junior high (grades VII-IX),,
,4,Partial Yeshiva,,
,5,High school (NO matriculation certificate),,
,6,Yeshiva (NO matriculation certificate),,
,7,High school (WITH matriculation certificate),,
,8,Yeshiva (WITH matriculation certificate),,
,9,School of Engineering (with a matriculation certificate),,
,10,Pre-academic preparatory programmes (matriculation certificate),,
,11,"Post-secondary (technician, engineer), teacher training (teacher diploma)",,
,12,Kolel,,
,13,First degree - B.A.,,
,14,Second degree - M.A.,,
,15,Doctorate,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_israel_years,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_israel_vocational,1,Yes,,
,2,No,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_educ_italy,1,No educational qualifications,,
,2,Primary School/elementary school,,
,3,"Secondary school, first degree/middle school degree",,
,4,"Secondary school, second degree/high school diploma/”maturity”",,
,5,Professional specialization (vocational school diploma ... [see demographic qq for full wording],,
,6,Three-year degree,,
,7,Master's degree/five year degree/old system degree,,
,8,Specialization postgraduate,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_japan,1,No formal schooling (Preschool or Kindergarten),,
,2,Elementary school,,
,3,Lower secondary school,,
,4,Upper secondary school,,
,5,College of technology,,
,6,"Junior college (associate degree), special training college (diploma or advanced diploma)",,
,7,Bachelor's degree,,
,8,Master's degree or Juris Doctor,,
,9,Doctors degree,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_kenya,1,No formal education,,
,2,Early childhood development programme (ECD),,
,3,First stage of primary education (Standards 1 to 6),,
,4,Second stage of primary education (Standards 7 to 8) (KCPE),,
,5,Incomplete secondary school,,
,6,Youth polytechnics programme (Craft trade certificate or technical vocational certificate),,
,7,Secondary education (KCSE),,
,8,High School (Form 6) A level Certificate,,
,9,Technical and industrial vocational education training (TIVET),,
,10,Teacher training; Polytechnics programmes,,
,11,University/Bachelor’s degree,,
,12,Masters/Post graduate degree,,
,13,Doctorate,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_mexico,1,No formal education,,
,2,Incomplete primary,,
,3,Complete primary,,
,4,Incomplete secondary,,
,5,Complete secondary,,
,6,General bachillerato,,
,7,Commercial career degree,,
,8,Technical career degree,,
,9,Complete preparatory,,
,10,Complete university studies,,
,11,Master's degree,,
,12,Doctorate,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_netherlands,1,No formal school (preschool or kindergarten),,
,2,Primary school,,
,3,MBO 1 assistant,,
,4,"MAVO / MULO/ Junior general secondary (VAVO-HAVO/VWO - first three grades, VMBO)",,
,5,Senior general secondary (HAVO/VWO - second three grades)/HBS,,
,6,Intermediate Vocational Training (MBO 2/3),,
,7,MBO 4 Specialist (specialist training diploma) / MTS,,
,8,"HBO-einddiploma, WO-bachelor / HTS",,
,9,"WO-doctorandus, HBO / WO-master, beroepsdiploma",,
,10,Doctorate,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_nigeria,1,No formal education,,
,2,Pre-primary education,,
,3,Primary education,,
,4,Junior secondary,,
,5,Senior secondary,,
,6,Secondary technical schools programmes,,
,7,"National diploma, NCE",,
,8,Higher national diploma,,
,9,Bachelor,,
,10,Master,,
,11,PhD,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_poland,1,No formal education or incomplete basic,,
,2,"Basic - 6 classes, incomplete junior high school, Basic - 8 classes, incomplete middle school",,
,3,Junior high school,,
,4,Vocational school (2-3 years),,
,5,Completed secondary school (general),,
,6,Completed technical school,,
,7,Completed post-secondary school,,
,8,"Completed bachelor's degree, engineering",,
,9,Completed university studies (master's),,
,10,"Doctoral, doctor, professor",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_safrica,1,No formal education,,
,2,Incomplete primary school,,
,3,Complete primary school,,
,4,Incomplete lower secondary school,,
,5,Completed lower secondary school / General Education and Training Certificate (GETC),,
,6,Incomplete secondary school,,
,7,Complete secondary / National Senior Certificate (NSC),,
,8,National certificate (vocational NC(V)2 - 4); NATED courses level 1-3 (N1- N3),,
,9,NATED course (N4),,
,10,NATED course (N5),,
,11,NATED course (N6),,
,12,"National Higher Certificate (NC), Advanced Certificate (AC)",,
,13,National Diploma,,
,14,National Diploma or National N Diploma,,
,15,Bachelor’s degree,,
,16,Advanced diploma,,
,17,Honours Degree,,
,18,"High degree (masters, doctorate)",,
,19,Post graduate Diploma,,
,20,Doctorate degree/Laureatus in Technology (Technikon),,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_skorea,1,No formal schooling/kindergarten,,
,2,Incomplete elementary education,,
,3,Elementary school,,
,4,Middle school,,
,5,Vocational high school/Trade high school,,
,6,General high school,,
,7,"Junior college, polytechnic college / associate's degree, college of taxation (2-3 years)",,
,8,Bachelor’s degree (including Korean military academies),,
,9,Master's degree,,
,10,Doctor's degree,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_spain,1,"No formal education, cannot read or write (illiterate)",,
,2,Less than 5 years of schooling / Childhood Education,,
,3,Did not finish primary school,,
,4,Certificate of Primary / First grade studies (EGB 1 School Certificate Stage 1 plus or minus 10 years),,
,5,Second grade junior (School graduate or EGB stage 2 1st or 2nd year of junior under 14),,
,6,Vocational average degree (certification),,
,7,Second degree second stage ... [see demographic qq for full wording],,
,8,Training cycles advanced (senior technician),,
,9,"University degree (university diploma, technical architect and engineer)",,
,10,"1st Degree (Bachelor, Degree)",,
,11,Master degree,,
,12,"Official qualifications for graduate studies (PhD, medical specialties)",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_sweden,1,No formal school (preschool or kindergarten),,
,2,"Grundskolan (compulsory school) grades 1-6, including adult basic education",,
,3,Grundskolan (compulsory school) grades 7-9,,
,4,"Upper secondary school, including folkhögskolan, gymnasieskolan",,
,5,National state schools for adults ... [see demographic qq for full wording],,
,6,"Advanced vocational training, 2-3 years",,
,7,"University diploma, general or professional",,
,8,Bachelor's degree,,
,9,"Master's degree, general or professional",,
,10,Licentiate or Doctorate,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_educ_turkey,1,No formal education,,
,2,Incomplete primary school (completed less than 5 grades),,
,3,Primary school (completed 5 grades),,
,4,Primary school (completed 8 grades),,
,5,Complete junior high school,,
,6,Complete religious vocational secondary school at junior high school level,,
,7,Complete high school,,
,8,Complete vocational school at high school level,,
,9,University/College graduates (completed 2 years of college or 4 years of university studies),,
,10,Master (completed 2 more years after university),,
,11,PhD (completed 4 to 6 more years after university),,
,98,Don't know (DO NOT READ),,
,99,(DO NOT READ) Refused,,
d_educ_uk,1,No qualifications obtained,,
,2,Primary school / infant & junior schools,,
,3,GCSE /CSE/GCE O-level (any grades) ... [see demographic qq for full wording],,
,4,A-levels; S-levels; A2-level; GCE Applied A-level ... [see demographic qq for full wording],,
,5,"NVQ 4, Higher National Certificate (HNC), Nursing Certificate",,
,6,Foundation degree/HND/Higher Education Diploma/ NVQ5,,
,7,University (Bachelor's degree); undergraduate,,
,8,University (Master’s degree); post-graduate,,
,9,"University (Doctorate, PHD)",,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income_argentina,1,Up to and including $150.000,,
,2,From $150.001 to $175.000,,
,3,From $175.001 to $200.000,,
,4,From $200.001 to $250.000,,
,5,From $250.001 to $300.000,,
,6,From $300.001 to $400.000,,
,7,From $400.001 to $500.000,,
,8,From $500.001 to $600.000,,
,9,From $600.001 to $800.000,,
,10,From $800.001 to $1.000.000 ,,
,11,From $1.000.001 to $1.500.000,,
,12,More than $1.500.000,,
,13,DOES NOT HAVE INCOME (DO NOT READ),,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
d_income2_argentina,1,$400.000 monthly or less,,
,2,More than $400.000 monthly,,
,8,Don't know (DO NOT READ),,
,9,Refused (DO NOT READ),,
d_income_brazil,1,Up to R$ 600,,
